Ruta,Main_Label,Segments,Modelo_1056_ExtraLarge - prediction,Modelo_1056_ExtraLarge - segment,Modelo_1056_ExtraLarge - conf,Modelo_1056_ExtraLarge - time [ms],Modelo_1056_Large - prediction,Modelo_1056_Large - segment,Modelo_1056_Large - conf,Modelo_1056_Large - time [ms],Modelo_1056_Medium - prediction,Modelo_1056_Medium - segment,Modelo_1056_Medium - conf,Modelo_1056_Medium - time [ms],Modelo_1056_Nano - prediction,Modelo_1056_Nano - segment,Modelo_1056_Nano - conf,Modelo_1056_Nano - time [ms],Modelo_1056_Small - prediction,Modelo_1056_Small - segment,Modelo_1056_Small - conf,Modelo_1056_Small - time [ms],Modelo_416_ExtraLarge - prediction,Modelo_416_ExtraLarge - segment,Modelo_416_ExtraLarge - conf,Modelo_416_ExtraLarge - time [ms],Modelo_416_Large - prediction,Modelo_416_Large - segment,Modelo_416_Large - conf,Modelo_416_Large - time [ms],Modelo_416_Medium - prediction,Modelo_416_Medium - segment,Modelo_416_Medium - conf,Modelo_416_Medium - time [ms],Modelo_416_Nano - prediction,Modelo_416_Nano - segment,Modelo_416_Nano - conf,Modelo_416_Nano - time [ms],Modelo_416_Small - prediction,Modelo_416_Small - segment,Modelo_416_Small - conf,Modelo_416_Small - time [ms],Modelo_640_ExtraLarge - prediction,Modelo_640_ExtraLarge - segment,Modelo_640_ExtraLarge - conf,Modelo_640_ExtraLarge - time [ms],Modelo_640_Large - prediction,Modelo_640_Large - segment,Modelo_640_Large - conf,Modelo_640_Large - time [ms],Modelo_640_Medium - prediction,Modelo_640_Medium - segment,Modelo_640_Medium - conf,Modelo_640_Medium - time [ms],Modelo_640_Nano - prediction,Modelo_640_Nano - segment,Modelo_640_Nano - conf,Modelo_640_Nano - time [ms],Modelo_640_Small - prediction,Modelo_640_Small - segment,Modelo_640_Small - conf,Modelo_640_Small - time [ms],Modelo_832_ExtraLarge - prediction,Modelo_832_ExtraLarge - segment,Modelo_832_ExtraLarge - conf,Modelo_832_ExtraLarge - time [ms],Modelo_832_Large - prediction,Modelo_832_Large - segment,Modelo_832_Large - conf,Modelo_832_Large - time [ms],Modelo_832_Medium - prediction,Modelo_832_Medium - segment,Modelo_832_Medium - conf,Modelo_832_Medium - time [ms],Modelo_832_Nano - prediction,Modelo_832_Nano - segment,Modelo_832_Nano - conf,Modelo_832_Nano - time [ms],Modelo_832_Small - prediction,Modelo_832_Small - segment,Modelo_832_Small - conf,Modelo_832_Small - time [ms],IoU_matrix_Modelo_1056_ExtraLarge,IoU_matrix_Modelo_1056_Large,IoU_matrix_Modelo_1056_Medium,IoU_matrix_Modelo_1056_Nano,IoU_matrix_Modelo_1056_Small,IoU_matrix_Modelo_416_ExtraLarge,IoU_matrix_Modelo_416_Large,IoU_matrix_Modelo_416_Medium,IoU_matrix_Modelo_416_Nano,IoU_matrix_Modelo_416_Small,IoU_matrix_Modelo_640_ExtraLarge,IoU_matrix_Modelo_640_Large,IoU_matrix_Modelo_640_Medium,IoU_matrix_Modelo_640_Nano,IoU_matrix_Modelo_640_Small,IoU_matrix_Modelo_832_ExtraLarge,IoU_matrix_Modelo_832_Large,IoU_matrix_Modelo_832_Medium,IoU_matrix_Modelo_832_Nano,IoU_matrix_Modelo_832_Small
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-05_1504-Camara_Amacayacu-3.jpg",1,['1 0.655990 0.496296 0.117188 0.059259'],1,['1 0.651716 0.500427 0.126014 0.070060'],[0.6769980788230896],6755.58999995701,1,['1 0.652308 0.501988 0.120597 0.065511'],[0.6603823304176331],3247.046100033913,1,['1 0.651860 0.500260 0.119725 0.066539'],[0.6793305277824402],2780.779600085225,1,['1 0.652480 0.499436 0.121836 0.067637'],[0.714053213596344],402.3383000167087,1,['1 0.651735 0.499452 0.122905 0.067381'],[0.6857762336730957],1005.408399971202,1,['1 0.653908 0.501280 0.120415 0.061906'],[0.724530041217804],1322.5515000522137,1,['1 0.654687 0.499604 0.119251 0.063093'],[0.7179935574531555],626.3483999646269,1,['1 0.652959 0.500458 0.118551 0.063504'],[0.732158899307251],454.3506999616511,1,['1 0.652495 0.499917 0.116716 0.060000'],[0.7304278016090393],58.89710003975779,1,['1 0.653928 0.499899 0.123986 0.065762'],[0.7211085557937622],143.64070002920926,1,['1 0.653858 0.498585 0.119082 0.068476'],[0.7147464156150818],2518.3889999170788,1,['1 0.653032 0.500360 0.123296 0.064161'],[0.7421668767929077],1232.8066999325529,1,['1 0.654896 0.500728 0.113157 0.061868'],[0.7320129871368408],1094.3659999757074,1,['1 0.654127 0.498937 0.122907 0.064668'],[0.6826938390731812],139.77780001005158,1,['1 0.654028 0.499847 0.119400 0.065826'],[0.778235912322998],391.05699997162446,1,['1 0.652298 0.500653 0.120418 0.062738'],[0.6868113279342651],4107.178500038572,1,['1 0.651569 0.501619 0.124731 0.058811'],[0.6775618195533752],1968.2150000007823,1,['1 0.653162 0.500970 0.118053 0.062065'],[0.6861167550086975],1558.529699977953,1,['1 0.653641 0.498619 0.119514 0.070953'],[0.678780198097229],286.71030001714826,1,['1 0.651191 0.498782 0.119760 0.064757'],[0.7204912304878235],690.8316999906674,[[0.7866]],[[0.7857]],[[0.8244]],[[0.8271]],[[0.8204]],[[0.8205]],[[0.8784]],[[0.8316]],[[0.8369]],[[0.8424]],[[0.8358]],[[0.834]],[[0.8365]],[[0.8737]],[[0.8641]],[[0.8171]],[[0.7804]],[[0.8193]],[[0.804]],[[0.8459]]
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_1\2024-December-05_1504-Camara_Amacayacu-0.jpg",1,['1 0.794271 0.493519 0.079167 0.061111'],1,['1 0.795128 0.491238 0.083423 0.054997'],[0.6815103888511658],6344.825100095477,1,['1 0.794766 0.491817 0.082701 0.054833'],[0.7100234627723694],3360.7543000834994,1,['1 0.794054 0.490507 0.085274 0.060176'],[0.654635488986969],2667.869900004007,1,['1 0.795255 0.488902 0.086056 0.053925'],[0.7336689829826355],370.9618999855593,1,['1 0.794122 0.490442 0.088277 0.056150'],[0.7208747863769531],990.1503999717534,1,['1 0.796468 0.492372 0.084827 0.050980'],[0.7133466005325317],1283.7719999952242,1,['1 0.795723 0.491297 0.088771 0.056105'],[0.7458838224411011],610.9026999911293,1,['1 0.794254 0.492402 0.089986 0.053026'],[0.7558588981628418],479.3734999839217,1,['1 0.794546 0.491055 0.084898 0.051455'],[0.7392225861549377],54.53349999152124,1,['1 0.794917 0.491030 0.089810 0.056282'],[0.7517511248588562],147.2269999794662,1,['1 0.796130 0.491166 0.084125 0.053500'],[0.6784734129905701],2627.4834000505507,1,['1 0.795624 0.490050 0.084009 0.054066'],[0.6923573017120361],1260.2556999772787,1,['1 0.796111 0.490982 0.080871 0.051015'],[0.7095865607261658],996.0375999798998,1,['1 0.796372 0.491443 0.081526 0.049423'],[0.7260407209396362],151.7939999466762,1,['1 0.795766 0.489680 0.083922 0.057425'],[0.7542901635169983],431.214300042484,1,['1 0.794877 0.492608 0.082721 0.050178'],[0.6902193427085876],4140.367699961644,1,['1 0.795658 0.490560 0.083227 0.048449'],[0.6157795190811157],2270.1559999841265,1,['1 0.794342 0.490920 0.083980 0.054553'],[0.6631308794021606],1642.2970000421628,1,['1 0.795614 0.491709 0.085481 0.054418'],[0.722741961479187],232.14509995887056,1,['1 0.795068 0.490188 0.085023 0.054921'],[0.6708068251609802],600.6870000273921,[[0.8584]],[[0.8627]],[[0.8438]],[[0.7916]],[[0.8149]],[[0.7873]],[[0.8261]],[[0.7757]],[[0.7936]],[[0.8175]],[[0.83]],[[0.8393]],[[0.8016]],[[0.7734]],[[0.8328]],[[0.7919]],[[0.7618]],[[0.8467]],[[0.8314]],[[0.836]]
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_1\2024-December-05_1504-Camara_Amacayacu-1.jpg",1,['1 0.719792 0.483333 0.057292 0.050000'],1,['1 0.720055 0.489081 0.069203 0.051325'],[0.6659287214279175],6534.606899949722,1,['1 0.720303 0.489132 0.071273 0.049224'],[0.6962630748748779],3448.184300039429,1,['1 0.719323 0.488222 0.070775 0.052716'],[0.6433563828468323],2443.4604000416584,1,['1 0.719301 0.486643 0.073109 0.054905'],[0.6952256560325623],353.8639000034891,1,['1 0.718258 0.488640 0.076341 0.054174'],[0.6563863754272461],1053.0836000107229,1,['1 0.719153 0.489003 0.070485 0.054225'],[0.7318543195724487],1138.0679999710992,1,['1 0.719801 0.486357 0.078144 0.060368'],[0.7642392516136169],547.3337999428622,1,['1 0.718550 0.488705 0.079645 0.058791'],[0.7665386199951172],438.5568000725471,1,['1 0.716783 0.489575 0.075307 0.049993'],[0.7397035360336304],65.54720009444281,1,['1 0.718368 0.486920 0.083667 0.061181'],[0.7635112404823303],179.9544000532478,1,['1 0.720669 0.488849 0.070221 0.055598'],[0.69590163230896],2559.967799927108,1,['1 0.719560 0.487993 0.072664 0.053990'],[0.6791965365409851],1228.7399000488222,1,['1 0.719761 0.487711 0.071742 0.056006'],[0.7050961852073669],1144.3064999766648,1,['1 0.720957 0.490780 0.070848 0.048818'],[0.726701557636261],186.09079997986555,1,['1 0.720519 0.487560 0.074480 0.058755'],[0.726650059223175],406.32280003046617,1,['1 0.719771 0.489499 0.070119 0.048258'],[0.660490870475769],4079.627900035121,1,['1 0.719401 0.489118 0.071448 0.052938'],[0.6545101404190063],2092.3029999248683,1,['1 0.720081 0.489054 0.068849 0.049563'],[0.676423192024231],1684.4342999975197,1,['1 0.719198 0.488220 0.074175 0.054780'],[0.7075095176696777],260.9962999704294,1,['1 0.719464 0.488116 0.074411 0.055778'],[0.6126737594604492],624.6076999232173,[[0.6696]],[[0.6498]],[[0.6769]],[[0.6929]],[[0.6204]],[[0.6609]],[[0.6072]],[[0.5927]],[[0.6081]],[[0.5596]],[[0.6673]],[[0.6654]],[[0.68]],[[0.6134]],[[0.6546]],[[0.65]],[[0.6495]],[[0.6727]],[[0.647]],[[0.6471]]
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_1\2024-December-05_1504-Camara_Amacayacu-2.jpg",1,['1 0.734115 0.487963 0.051562 0.057407'],1,['1 0.736790 0.489396 0.048474 0.057157'],[0.6078453063964844],6537.126899987925,1,['1 0.736782 0.489311 0.051989 0.058961'],[0.6654283404350281],3459.4175000092946,1,['1 0.736962 0.488899 0.050517 0.060953'],[0.6133555173873901],2513.557899917941,1,['1 0.736584 0.487115 0.049397 0.058309'],[0.6616178750991821],398.9301999681629,1,['1 0.736074 0.488086 0.050937 0.056940'],[0.6652439832687378],1047.3569999448955,1,['1 0.738715 0.487306 0.045101 0.060371'],[0.6975429058074951],1127.974700066261,1,['1 0.737301 0.484191 0.048287 0.061932'],[0.7149927616119385],578.9447000133805,1,['1 0.737443 0.486712 0.052023 0.060342'],[0.7409288883209229],428.4635999938473,1,['1 0.735367 0.489326 0.052312 0.051310'],[0.6986536979675293],73.22449993807822,1,['1 0.735341 0.486392 0.058590 0.058471'],[0.7517037987709045],169.51640008483082,1,['1 0.736488 0.487368 0.051080 0.060109'],[0.6527910828590393],2592.6613000337966,1,['1 0.737212 0.488278 0.048458 0.062174'],[0.5705280303955078],1283.0655999714509,1,['1 0.736534 0.487728 0.049313 0.060551'],[0.655232310295105],1107.5018000556156,1,['1 0.737164 0.488495 0.051276 0.060098'],[0.6853401064872742],150.9831000585109,1,['1 0.738525 0.486660 0.049398 0.061847'],[0.6342759132385254],424.5322000351735,1,['1 0.735894 0.488438 0.049620 0.058256'],[0.6227734088897705],4291.39380005654,1,['1 0.736023 0.488458 0.052483 0.057190'],[0.6083139181137085],2054.896700021345,1,['1 0.735748 0.487576 0.048303 0.062846'],[0.6251994967460632],1739.1468999558128,1,['1 0.737187 0.487857 0.047514 0.059460'],[0.6387273669242859],222.94040000997484,1,['1 0.737770 0.485567 0.051803 0.066393'],[0.5334252119064331],641.7984999716282,[[0.8566]],[[0.863]],[[0.8454]],[[0.882]],[[0.9191]],[[0.7914]],[[0.7827]],[[0.8388]],[[0.8545]],[[0.8353]],[[0.8725]],[[0.8211]],[[0.8643]],[[0.8505]],[[0.7847]],[[0.9176]],[[0.9139]],[[0.8603]],[[0.8556]],[[0.757]]
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_1\2024-December-05_1504-Camara_Amacayacu-3.jpg",1,['1 0.677083 0.487500 0.053125 0.065741'],1,['1 0.683179 0.492659 0.045852 0.067565'],[0.5651786923408508],6568.384100042749,1,['1 0.682183 0.489842 0.050750 0.066398'],[0.6604567170143127],3331.9008000544272,1,['1 0.679845 0.492157 0.052726 0.067033'],[0.5503382086753845],2484.8025999963284,1,['1 0.683034 0.489752 0.054681 0.072411'],[0.6937240362167358],340.18390002893284,1,['1 0.681168 0.490711 0.054875 0.065404'],[0.6107743978500366],1025.5961999646388,1,['1 0.684449 0.489849 0.048359 0.069991'],[0.6191209554672241],1276.8853000015952,1,['1 0.684689 0.486588 0.046687 0.066461'],[0.6831572651863098],542.6631000009365,1,['1 0.685629 0.486514 0.051333 0.073631'],[0.6355628371238708],569.2308999714442,1,['1 0.682410 0.489237 0.043580 0.061559'],[0.5335723757743835],94.1290999762714,1,['1 0.684490 0.490826 0.054111 0.066446'],[0.7168447375297546],191.64339994313195,1,['1 0.682113 0.490275 0.049955 0.066055'],[0.643755316734314],2599.113099917304,1,['1 0.683558 0.489313 0.052162 0.075281'],[0.5976877212524414],1249.2818000609986,1,['1 0.682670 0.491786 0.049508 0.065304'],[0.6926758289337158],1025.215600035153,1,['1 0.683560 0.490929 0.051884 0.064697'],[0.6546217203140259],152.56820002105087,1,['1 0.682372 0.489453 0.049881 0.068704'],[0.6706055402755737],411.78960003890097,1,['1 0.681943 0.491727 0.054742 0.066424'],[0.6259325742721558],4272.34819997102,1,['1 0.680588 0.490634 0.056595 0.067032'],[0.5864726305007935],2018.41359998798,1,['1 0.681337 0.491518 0.051130 0.066413'],[0.6057010293006897],1519.8359999340028,1,['1 0.684085 0.490949 0.049136 0.065419'],[0.6721786260604858],225.1222000340931,1,['1 0.680488 0.491164 0.055910 0.074310'],[0.5746963620185852],655.4603999247774,[[0.6803]],[[0.7698]],[[0.7879]],[[0.7332]],[[0.7843]],[[0.7042]],[[0.7185]],[[0.6526]],[[0.751]],[[0.6927]],[[0.7613]],[[0.6923]],[[0.7134]],[[0.7101]],[[0.7728]],[[0.7416]],[[0.8045]],[[0.7584]],[[0.6915]],[[0.7838]]
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_1\2024-December-05_1504-Camara_Amacayacu-4.jpg",1,['1 0.700260 0.487500 0.077604 0.078704'],1,['1 0.706768 0.491304 0.070443 0.080682'],[0.6149380803108215],6524.738500069361,1,['1 0.705504 0.490962 0.069141 0.079671'],[0.7048398852348328],3296.4049000875093,1,['1 0.704917 0.491230 0.065181 0.083303'],[0.6306495070457458],2644.903999986127,1,['1 0.704077 0.490116 0.074081 0.080258'],[0.676960825920105],405.2636999404058,1,['1 0.704819 0.489465 0.072930 0.070905'],[0.6262612342834473],948.0534000322224,1,['1 0.704581 0.491017 0.068962 0.070227'],[0.704217791557312],1095.1163999852724,1,['1 0.704131 0.488838 0.068874 0.075483'],[0.7149826288223267],577.3542000097223,1,['1 0.704577 0.490662 0.071856 0.073765'],[0.7056183815002441],441.1783999530599,1,['1 0.704705 0.493555 0.062664 0.065920'],[0.7063349485397339],84.81019991450012,1,['1 0.702040 0.490831 0.072658 0.078120'],[0.720123291015625],161.69749991968274,1,['1 0.703623 0.489138 0.073763 0.081388'],[0.6683083772659302],2637.2806999715976,1,['1 0.703325 0.490752 0.074070 0.085744'],[0.7186857461929321],1214.3585999729112,1,['1 0.705081 0.490672 0.067431 0.076376'],[0.671727180480957],979.1521999868564,1,['1 0.705879 0.490232 0.067765 0.072735'],[0.6666371822357178],150.06000007269904,1,['1 0.703016 0.491242 0.070568 0.080119'],[0.7135604619979858],367.3695999896154,1,['1 0.702980 0.490854 0.072718 0.083000'],[0.6522552371025085],4053.778099943884,1,['1 0.704863 0.489385 0.071513 0.077820'],[0.6651816964149475],2161.5720000118017,1,['1 0.705381 0.491679 0.070817 0.083529'],[0.6585060358047485],1566.4286000537686,1,['1 0.704919 0.491684 0.069425 0.076004'],[0.6888221502304077],240.59220007620752,1,['1 0.704802 0.488837 0.070055 0.088495'],[0.5970112085342407],584.1238000430167,[[0.7685]],[[0.799]],[[0.7748]],[[0.8495]],[[0.8002]],[[0.7929]],[[0.8512]],[[0.8215]],[[0.6763]],[[0.862]],[[0.8804]],[[0.8509]],[[0.8032]],[[0.7921]],[[0.8315]],[[0.8598]],[[0.8441]],[[0.7925]],[[0.7939]],[[0.7956]]
"..\Correos\2024\December\05\TRACK ALERT ID 1504 at , Serial_ T010987 Prueba Amacayacu 2024\images_1\2024-December-05_1504-Camara_Amacayacu-5.jpg",1,['1 0.692969 0.496759 0.098437 0.075000'],1,['1 0.695382 0.503446 0.086750 0.083933'],[0.6628177165985107],6452.905099955387,1,['1 0.696501 0.501688 0.084864 0.074185'],[0.7173571586608887],3317.815200018231,1,['1 0.695685 0.500589 0.084730 0.083857'],[0.6440593004226685],2480.440599960275,1,['1 0.694413 0.498309 0.091161 0.088615'],[0.7482295632362366],383.8358999346383,1,['1 0.692339 0.499423 0.089529 0.081295'],[0.6691462993621826],977.9043999733404,1,['1 0.695474 0.501892 0.088635 0.076264'],[0.6970517635345459],1250.6207999540493,1,['1 0.695499 0.497530 0.086872 0.082130'],[0.7255659699440002],572.1957999630831,1,['1 0.695249 0.501646 0.088506 0.083800'],[0.7545429468154907],455.9309999458492,1,['1 0.695779 0.503189 0.082778 0.071040'],[0.7740630507469177],71.57980010379106,1,['1 0.694559 0.498872 0.093389 0.081299'],[0.7451805472373962],162.00579999713227,1,['1 0.695240 0.497810 0.089293 0.082101'],[0.7015940546989441],2508.6521000484936,1,['1 0.694871 0.502931 0.090687 0.081499'],[0.7523733973503113],1317.9083000286482,1,['1 0.696898 0.499568 0.083344 0.080976'],[0.7137370109558105],984.5710999215952,1,['1 0.696768 0.499763 0.085460 0.078536'],[0.716033399105072],128.9061000570655,1,['1 0.694944 0.498734 0.087589 0.080278'],[0.7125973701477051],375.1096000778489,1,['1 0.693693 0.500861 0.089081 0.082505'],[0.6790337562561035],4104.84499996528,1,['1 0.694576 0.502470 0.086875 0.082239'],[0.6711608171463013],2023.2369999866933,1,['1 0.696519 0.499688 0.085081 0.081296'],[0.6791169047355652],1595.192999986466,1,['1 0.695542 0.498422 0.086887 0.082979'],[0.6993920207023621],249.63919998845088,1,['1 0.695984 0.500927 0.087263 0.084619'],[0.6983762383460999],582.6926999725401,[[0.7561]],[[0.7612]],[[0.7813]],[[0.7928]],[[0.845]],[[0.7916]],[[0.8142]],[[0.8038]],[[0.7111]],[[0.8787]],[[0.8354]],[[0.7935]],[[0.7932]],[[0.8092]],[[0.8374]],[[0.8228]],[[0.7731]],[[0.8058]],[[0.8069]],[[0.796]]
"..\Correos\2024\December\05\TRACK ALERT ID 1509 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-05_1509-Camara_Amacayacu-0.jpg",1,['1 0.424740 0.588889 0.164062 0.118519'],1,['1 0.426912 0.585340 0.156900 0.101058'],[0.7231073379516602],6487.990799942054,1,['1 0.425685 0.589638 0.155134 0.102431'],[0.7485552430152893],3393.066699965857,1,['1 0.422124 0.586781 0.152923 0.104574'],[0.7461749911308289],2562.651900050696,1,['1 0.423139 0.589210 0.153211 0.104369'],[0.760857343673706],412.1996999019757,1,['1 0.422237 0.589027 0.151868 0.103272'],[0.7445886135101318],1054.2638000333682,1,['1 0.421964 0.589917 0.162528 0.108948'],[0.7402272820472717],1089.4399000098929,1,['1 0.421251 0.589358 0.157261 0.104066'],[0.7651064991950989],548.5919000348076,1,['1 0.423581 0.587932 0.155967 0.100336'],[0.7562793493270874],420.2902000397444,1,['1 0.422358 0.587882 0.150271 0.097797'],[0.7901760935783386],70.9517999785021,1,['1 0.422327 0.587559 0.157383 0.108407'],[0.763807475566864],149.6739000431262,1,['1 0.423498 0.587268 0.159026 0.103912'],[0.7246430516242981],2493.2232999708503,1,['1 0.426110 0.589676 0.157474 0.113437'],[0.7748680710792542],1198.6599000520073,1,['1 0.423489 0.588951 0.153653 0.106538'],[0.7853221893310547],1028.3157999510877,1,['1 0.422824 0.588510 0.153902 0.105330'],[0.7204854488372803],138.76000000163913,1,['1 0.424877 0.588630 0.157087 0.105366'],[0.774553656578064],347.717999946326,1,['1 0.422694 0.589188 0.154026 0.102146'],[0.7192166447639465],3982.7779000042938,1,['1 0.426245 0.588554 0.158576 0.101027'],[0.7155429720878601],2047.6315000560132,1,['1 0.424071 0.589832 0.156899 0.108449'],[0.7072256207466125],1530.878800083883,1,['1 0.423397 0.587855 0.159694 0.096068'],[0.7158616185188293],236.91819998202843,1,['1 0.423496 0.587193 0.157207 0.105980'],[0.7276809811592102],600.206800037995,[[0.8155]],[[0.8172]],[[0.8224]],[[0.8224]],[[0.8066]],[[0.8894]],[[0.8408]],[[0.8048]],[[0.7558]],[[0.8774]],[[0.8498]],[[0.9187]],[[0.8419]],[[0.8337]],[[0.8512]],[[0.8091]],[[0.8239]],[[0.8751]],[[0.789]],[[0.8568]]
"..\Correos\2024\December\05\TRACK ALERT ID 1509 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-05_1509-Camara_Amacayacu-1.jpg",1,['1 0.389062 0.596296 0.185417 0.109259'],1,['1 0.384029 0.601002 0.171808 0.110692'],[0.7114027738571167],6455.010000034235,1,['1 0.381320 0.602904 0.166385 0.108552'],[0.7419328093528748],3197.1006999956444,1,['1 0.381934 0.600554 0.168274 0.110964'],[0.7293345332145691],2428.0349999899045,1,['1 0.379657 0.600097 0.161099 0.110721'],[0.7626340985298157],395.3637999948114,1,['1 0.380080 0.602367 0.164599 0.109460'],[0.7494716644287109],979.6367999515496,1,['1 0.379846 0.602724 0.165514 0.111099'],[0.7594477534294128],1099.696799996309,1,['1 0.378050 0.601911 0.157182 0.105337'],[0.7746378779411316],547.8915999992751,1,['1 0.377680 0.600169 0.158877 0.109500'],[0.7894375920295715],450.7114000152797,1,['1 0.379531 0.603096 0.163508 0.102996'],[0.7770000696182251],77.9954000026919,1,['1 0.377457 0.602739 0.155952 0.110161'],[0.815875232219696],161.51450003962964,1,['1 0.377462 0.602303 0.163115 0.104154'],[0.7203808426856995],2610.369600006379,1,['1 0.384323 0.603598 0.163926 0.118084'],[0.7817692756652832],1269.7642000275664,1,['1 0.376788 0.600444 0.162247 0.115448'],[0.7464365363121033],1032.5882999459282,1,['1 0.378544 0.601113 0.161327 0.103599'],[0.7124926447868347],159.021399973426,1,['1 0.377297 0.603156 0.162173 0.110312'],[0.8018059730529785],402.6917000301182,1,['1 0.381837 0.604840 0.171602 0.110397'],[0.7483523488044739],4104.456599976402,1,['1 0.380168 0.602697 0.165072 0.101087'],[0.7032131552696228],1918.3482999214905,1,['1 0.384216 0.604334 0.170210 0.108681'],[0.7129486203193665],1582.344000111334,1,['1 0.381151 0.600299 0.163945 0.107115'],[0.7402013540267944],222.54769993014636,1,['1 0.379269 0.602741 0.163084 0.111639'],[0.7512416839599609],583.3128000376746,[[0.8535]],[[0.7991]],[[0.8435]],[[0.8151]],[[0.7991]],[[0.7997]],[[0.7672]],[[0.8023]],[[0.7786]],[[0.7549]],[[0.785]],[[0.7862]],[[0.8128]],[[0.7966]],[[0.7767]],[[0.7938]],[[0.7899]],[[0.7962]],[[0.8236]],[[0.7888]]
"..\Correos\2024\December\05\TRACK ALERT ID 1509 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-05_1509-Camara_Amacayacu-2.jpg",1,['1 0.340365 0.614815 0.159896 0.112963'],1,['1 0.343872 0.612476 0.160970 0.099874'],[0.7112370133399963],6522.74290000787,1,['1 0.342480 0.614225 0.157121 0.109545'],[0.7402329444885254],3207.695799996145,1,['1 0.341853 0.613336 0.159027 0.102235'],[0.768715500831604],2430.0425000255927,1,['1 0.343883 0.613369 0.158102 0.105864'],[0.759940505027771],388.8583000516519,1,['1 0.342048 0.612886 0.155471 0.104959'],[0.7396088242530823],947.0325000584126,1,['1 0.350412 0.610560 0.165643 0.106110'],[0.7673256993293762],1169.848199933767,1,['1 0.344974 0.611887 0.162420 0.098518'],[0.7797819972038269],583.8620999129489,1,['1 0.342173 0.614038 0.160413 0.103512'],[0.7853529453277588],496.8736000009813,1,['1 0.342081 0.614586 0.158661 0.099284'],[0.761005163192749],77.58849998936057,1,['1 0.342900 0.612165 0.162294 0.109539'],[0.7961018681526184],181.46739999065176,1,['1 0.342109 0.613063 0.161402 0.099070'],[0.7231824398040771],2593.71700003976,1,['1 0.342740 0.612484 0.159333 0.111375'],[0.7930676341056824],1265.9684999962335,1,['1 0.339579 0.612776 0.162000 0.106854'],[0.7366449236869812],996.336300042458,1,['1 0.340317 0.612082 0.164518 0.110111'],[0.7013270854949951],176.3865999528207,1,['1 0.338065 0.614251 0.168573 0.108610'],[0.77170330286026],425.62789999647066,1,['1 0.343575 0.613961 0.159909 0.105401'],[0.753580629825592],4219.634900044184,1,['1 0.343939 0.613335 0.163249 0.101593'],[0.7202137112617493],2104.078100004699,1,['1 0.344695 0.614495 0.160550 0.106329'],[0.711762547492981],1595.33320000628,1,['1 0.343910 0.610754 0.158555 0.101476'],[0.7294908761978149],206.17829996626824,1,['1 0.342709 0.611853 0.159983 0.109929'],[0.7792938947677612],618.6069999239407,[[0.8487]],[[0.9443]],[[0.8888]],[[0.8975]],[[0.9034]],[[0.822]],[[0.8274]],[[0.8968]],[[0.8609]],[[0.9248]],[[0.8598]],[[0.9317]],[[0.9343]],[[0.9264]],[[0.9138]],[[0.8975]],[[0.8632]],[[0.8932]],[[0.8607]],[[0.9215]]
